pet_20441, 3380, 枕頭, 睡覺
pet_18858, 3367, 餅乾, 麵粉
pet_18930, 3367, 餅乾, 麵粉
pet_15843, 3377, 工友, 學校
pet_16953, 3377, 工友, 學校
pet_19699, 3387, 體貼, 女友
pet_18507, 3387, 體貼, 女友
pet_17265, 3387, 體貼, 女友
pet_16238, 3380, 筆, 寫功課
pet_11884, 3380, 筆, 寫功課
pet_7570, 3380, 筆, 寫功課
pet_16101, 3380, 立可白, 寫字
pet_18033, 3358, 抽菸, 肺炎
pet_16292, 3358, 抽菸, 肺炎
pet_16288, 3358, 抽菸, 肺炎
pet_19627, 3360, 洗澡, 上廁所
pet_19472, 3360, 洗澡, 上廁所
pet_19239, 3360, 洗澡, 上廁所
pet_20824, 3356, 肚子餓, 要吃飯
pet_17431, 3375, 雲, 窗
pet_17526, 3358, 吃飯, 肥胖
pet_19413, 3354, 玩耍, 開心
pet_14718, 3354, 玩耍, 開心
pet_7167, 3354, 玩耍, 開心
pet_16300, 3354, 玩耍, 開心
pet_16971, 3354, 玩耍, 開心
pet_18699, 3388, 上床睡覺, 睡覺
pet_18004, 3388, 上床睡覺, 睡覺
pet_16341, 3388, 上床睡覺, 睡覺
pet_20205, 3383, 兔子, 跳
pet_18302, 3383, 兔子, 跳
pet_19049, 3383, 狗, 大便
pet_16745, 3383, 狗, 大便
pet_16300, 3412, 找人, 打電話
pet_20408, 3412, 想睡覺, 打哈欠
pet_20240, 3412, 想睡覺, 打哈欠
pet_18404, 3412, 想睡覺, 打哈欠
pet_17502, 3412, 想睡覺, 打哈欠
pet_20526, 3415, 房間, 玩電腦
pet_17739, 3415, 房間, 玩電腦
pet_14834, 3415, 房間, 玩電腦
pet_20704, 3384, 小狗, 汪汪
pet_19650, 3384, 小狗, 汪汪
pet_18057, 3384, 小狗, 汪汪
pet_20310, 3388, 工作, 賺錢
pet_20732, 3390, 小鳥, 唱歌
pet_17104, 3390, 小鳥, 唱歌
pet_18663, 3356, 洗澡, 香香
pet_18594, 3356, 洗澡, 香香
pet_18249, 3388, 洗頭, 洗澡
pet_18044, 3388, 洗頭, 洗澡
pet_19034, 3384, 肚子, 叫
pet_16597, 3384, 肚子, 叫
pet_196, 3384, 肚子, 叫
pet_19499, 3388, 關電腦, 睡覺
pet_20086, 3388, 關電腦, 睡覺
pet_18504, 3388, 關電腦, 睡覺
pet_17166, 3388, 關電腦, 睡覺
pet_11865, 3388, 跳舞, 唱歌
pet_17033, 3366, 椅子, 布
pet_18870, 3360, 洗澡, 拿肥皂
pet_5098, 3360, 考試, 看書
pet_19028, 3360, 考試, 看書
pet_1661, 3393, 蚊子, 殺蟲劑
pet_1661, 3393, 蚊子, 殺蟲劑
pet_18713, 3393, 蚊子, 殺蟲劑
pet_18541, 3393, 蚊子, 殺蟲劑
pet_18373, 3393, 蚊子, 殺蟲劑
pet_20206, 3356, 讀書, 快樂
pet_18108, 3356, 讀書, 快樂
pet_16259, 3356, 讀書, 快樂
pet_18020, 3354, 感冒, 不舒服
pet_18791, 3354, 感冒, 不舒服
pet_19337, 3354, 感冒, 不舒服
pet_19028, 3354, 感冒, 不舒服
pet_18120, 3354, 感冒, 不舒服
pet_18124, 3354, 感冒, 不舒服
pet_17357, 3412, 吃飯, 吃菜
pet_4206, 3412, 吃飯, 吃菜
pet_15974, 3412, 吃飯, 吃菜
pet_15974, 3412, 吃飯, 吃菜
pet_18001, 3369, 蛋糕, 奶油
pet_19463, 3415, 房間, 讀書
pet_18361, 3415, 房間, 讀書
pet_20206, 3390, 小孩, 玩遊戲
pet_15722, 3390, 小孩, 玩遊戲
pet_15987, 3353, 開心, 大叫
pet_16607, 3353, 開心, 大叫
pet_18057, 3385, 寂寞, 孤單
pet_19340, 3380, 滑鼠, 玩遊戲
pet_18015, 3380, 滑鼠, 玩遊戲
pet_6325, 3380, 滑鼠, 玩遊戲
pet_2260, 3380, 滑鼠, 玩遊戲
pet_16702, 3370, 電腦, 物品
pet_10914, 3380, 衛生紙, 廁所
pet_19712, 3356, 快樂, 滿足
pet_18680, 3356, 快樂, 滿足
pet_15946, 3356, 快樂, 滿足
pet_18507, 3353, 吃冰, 天氣熱
pet_18125, 3353, 吃冰, 天氣熱
pet_17461, 3365, 腳, 人體
pet_2747, 3365, 腳, 人體
pet_2747, 3365, 腳, 人體
pet_18844, 3354, 讀書, 有知識
pet_18404, 3354, 讀書, 有知識
pet_16942, 3354, 讀書, 有知識
pet_12552, 3389, 唸書, 考試
pet_13313, 3384, 豬, 睡
pet_17426, 3384, 豬, 睡
pet_18476, 3357, 做愛, 快感
pet_16224, 3357, 做愛, 快感
pet_17526, 3415, 吃飯, 拿筷子
pet_16745, 3415, 吃飯, 拿筷子
pet_18663, 3355, 吃飯, 喝湯
pet_7167, 3355, 吃飯, 喝湯
pet_7930, 3355, 吃飯, 喝湯
pet_13311, 3399, 小狗, 可愛
pet_5555, 3367, 愛情, 愛
pet_20304, 3366, 湯匙, 塑膠
pet_5227, 3380, 電燈, 讀書
pet_16942, 3380, 電燈, 讀書
pet_14282, 3380, 電燈, 讀書
pet_20246, 3378, 雲, 天上
pet_19034, 3378, 雲, 天上
pet_2747, 3387, 吃飯, 健康
pet_6992, 3387, 吃飯, 健康
pet_5029, 3387, 吃飯, 健康
pet_1474, 3387, 吃飯, 健康
pet_18159, 3388, 口渴, 喝水
pet_17794, 3388, 口渴, 喝水
pet_17218, 3388, 口渴, 喝水
pet_16042, 3360, 睡覺, 調鬧鐘
pet_16697, 3360, 睡覺, 調鬧鐘
pet_15899, 3360, 睡覺, 調鬧鐘
pet_20304, 3366, 湯匙, 鐵
pet_19806, 3388, 揉眼睛, 睡覺
pet_18669, 3388, 揉眼睛, 睡覺
pet_14391, 3388, 揉眼睛, 睡覺
pet_16932, 3412, 洗澡, 刷牙
pet_16534, 3412, 洗澡, 刷牙
pet_20187, 3353, 運動後, 洗澡
pet_19499, 3366, 棉被, 蠶絲
pet_18741, 3366, 棉被, 蠶絲
pet_18254, 3366, 棉被, 蠶絲
pet_18254, 3366, 棉被, 蠶絲
pet_18057, 3378, 人, 水族館
pet_18568, 3378, 人, 水族館
pet_248, 3378, 人, 水族館
pet_19049, 3377, 狗, 公園
pet_19049, 3377, 狗, 公園
pet_20281, 3377, 洗手乳, 廁所
pet_19286, 3377, 洗手乳, 廁所
pet_15577, 3360, 炒菜, 洗菜
pet_4440, 3360, 炒菜, 洗菜
pet_12103, 3356, 生氣, 難過
pet_18353, 3356, 生氣, 難過
pet_17474, 3356, 生氣, 難過
pet_6509, 3385, 聽音樂, 無聊
pet_12134, 3385, 聽音樂, 無聊
pet_11635, 3385, 聽音樂, 無聊
pet_18373, 3380, 沙發, 睡覺
pet_18373, 3380, 沙發, 睡覺
pet_18643, 3377, 枕頭, 床上
pet_18505, 3377, 枕頭, 床上
pet_18534, 3387, 節儉, 錢
pet_20117, 3354, 運動, 疲累
pet_19853, 3354, 運動, 疲累
pet_19007, 3354, 運動, 疲累
pet_20147, 3404, 有人來了, 有人按門鈴
pet_386, 3404, 有人來了, 有人按門鈴
pet_20566, 3391, 媽媽, 看電視
pet_19041, 3391, 媽媽, 看電視
pet_18057, 3391, 媽媽, 看電視
pet_18504, 3391, 媽媽, 看電視
pet_18510, 3383, 爸爸, 吃飯
pet_17004, 3383, 爸爸, 吃飯
pet_19041, 3356, 跳舞, 快樂
pet_18547, 3356, 跳舞, 快樂
pet_386, 3356, 跳舞, 快樂
pet_248, 3356, 跳舞, 快樂
pet_13387, 3389, 睡覺, 吃太飽
pet_6982, 3389, 睡覺, 吃太飽
pet_1691, 3389, 睡覺, 吃太飽
pet_20201, 3356, 感冒, 看醫生
pet_12363, 3356, 感冒, 看醫生
pet_19888, 3356, 感冒, 看醫生
pet_18511, 3356, 感冒, 看醫生
pet_19583, 3356, 吃壞肚子, 拉肚子
pet_16307, 3356, 吃壞肚子, 拉肚子
pet_20400, 3390, 猴子, 香蕉
pet_18001, 3393, 小孩, 被打
pet_16314, 3393, 小孩, 被打
pet_14884, 3388, 看電視, 聽音樂
pet_19332, 3356, 悲傷, 哭泣
pet_18669, 3356, 悲傷, 哭泣
pet_18015, 3356, 悲傷, 哭泣
pet_7569, 3356, 悲傷, 哭泣
pet_16259, 3356, 悲傷, 哭泣
pet_19883, 3360, 吃飯, 準備餐具
pet_18282, 3360, 吃飯, 準備餐具
pet_18404, 3360, 吃飯, 準備餐具
pet_18404, 3360, 吃飯, 準備餐具
pet_18286, 3360, 吃飯, 準備餐具
pet_18173, 3360, 吃飯, 準備餐具
pet_18373, 3384, 人, 死
pet_16607, 3399, 水果, 好吃
pet_2395, 3380, 筆記本, 唸書
pet_19583, 3404, 難過, 哭
pet_12869, 3386, 洗澡, 睡覺
pet_12148, 3386, 洗澡, 睡覺
pet_12137, 3386, 洗澡, 睡覺
pet_19948, 3384, 小孩, 鬧
pet_7179, 3384, 小孩, 鬧
pet_18337, 3384, 小孩, 鬧
pet_19206, 3371, 爸爸, 家
pet_18810, 3371, 爸爸, 家
pet_16195, 3371, 爸爸, 家
pet_18741, 3354, 生病, 睡覺
pet_18370, 3354, 生病, 睡覺
pet_16823, 3354, 生病, 睡覺
pet_16404, 3354, 生病, 睡覺
pet_16942, 3412, 開電腦, 上網
pet_18791, 3353, 看電視, 吃零食
pet_19592, 3367, 地球, 空氣
pet_19472, 3370, 愛情, 幸福
pet_16703, 3370, 愛情, 幸福
pet_17795, 3378, 蟑螂, 房間
pet_15899, 3391, 看書, 睡覺
pet_16958, 3391, 看書, 睡覺
pet_16042, 3391, 看書, 睡覺
pet_20674, 3354, 看漫畫, 開心
pet_15980, 3354, 看漫畫, 開心
pet_17780, 3354, 看漫畫, 開心
pet_16300, 3354, 看漫畫, 開心
pet_20206, 3371, 食物, 肚子
pet_20074, 3371, 食物, 肚子
pet_18001, 3371, 床, 房間
pet_15872, 3371, 床, 房間
pet_11915, 3412, 上床, 睡覺
pet_10047, 3378, 羊, 動物園
pet_16300, 3378, 羊, 動物園
pet_12794, 3378, 羊, 動物園
pet_18931, 3378, 羊, 動物園
pet_356, 3378, 羊, 動物園
pet_12187, 3399, 眼淚, 苦
pet_12907, 3387, 努力工作, 車子
pet_12479, 3387, 努力工作, 車子
pet_17825, 3388, 打電話, 找朋友
pet_17739, 3388, 打電話, 找朋友
pet_3125, 3388, 打電話, 找朋友
pet_16266, 3388, 打電話, 找朋友
pet_7167, 3388, 打電話, 找朋友
pet_214, 3356, 失戀, 痛苦
pet_15851, 3356, 睡覺, 夢遊
pet_18057, 3356, 吃飯, 想睡覺
pet_16570, 3356, 吃飯, 想睡覺
pet_16042, 3356, 吃飯, 想睡覺
pet_20681, 3386, 睡覺, 讓身體休息
pet_19855, 3386, 睡覺, 讓身體休息
pet_18020, 3386, 睡覺, 讓身體休息
pet_17461, 3386, 睡覺, 讓身體休息
pet_16942, 3386, 睡覺, 讓身體休息
pet_20310, 3366, 蛋糕, 布丁
pet_18518, 3366, 蛋糕, 布丁
pet_18518, 3366, 蛋糕, 布丁
pet_2127, 3360, 喝水, 買水
pet_16292, 3360, 喝水, 買水
pet_14987, 3360, 喝水, 買水
pet_17269, 3353, 冷, 穿衣服
pet_19941, 3383, 無聊, 看書
pet_7569, 3383, 無聊, 看書
pet_16785, 3383, 無聊, 看書
pet_2695, 3386, 活著, 快樂
pet_20033, 3389, 偷懶, 上班
pet_28, 3389, 偷懶, 上班
pet_99, 3354, 失戀, 哭泣
pet_18669, 3354, 失戀, 哭泣
pet_18507, 3354, 失戀, 哭泣
pet_18164, 3354, 失戀, 哭泣
pet_15851, 3354, 失戀, 哭泣
pet_10211, 3393, 螞蟻, 食蟻獸
pet_20441, 3383, 晚上, 吃飯
pet_4283, 3368, 飲料, 牛奶
pet_18866, 3412, 開心, 吃飯
pet_18254, 3412, 開心, 吃飯
pet_17847, 3412, 開心, 吃飯
pet_17906, 3356, 想哭, 哭
pet_17634, 3356, 想哭, 哭
pet_16069, 3356, 想哭, 哭
pet_19109, 3355, 生病, 發燒
pet_248, 3355, 生病, 發燒
pet_16186, 3355, 生病, 發燒
pet_4474, 3387, 知足, 快樂
pet_8383, 3387, 知足, 快樂
pet_19499, 3383, 小雞, 吃
pet_19499, 3383, 小雞, 吃
pet_17218, 3383, 小雞, 吃
pet_20187, 3388, 找食物, 吃飯
pet_18001, 3388, 找食物, 吃飯
pet_16942, 3388, 找食物, 吃飯
pet_18490, 3385, 大便, 吃壞肚子
pet_17881, 3356, 愛, 付出
pet_19179, 3356, 沒錢, 搶劫
pet_19472, 3356, 沒錢, 搶劫
pet_16785, 3389, 有人陪, 寂寞
pet_14795, 3389, 有人陪, 寂寞
pet_20106, 3360, 睡覺, 設鬧鐘
pet_12363, 3360, 睡覺, 設鬧鐘
pet_16336, 3360, 睡覺, 設鬧鐘
pet_18939, 3356, 難過, 大哭
pet_16401, 3356, 難過, 大哭
pet_19672, 3387, 有錢, 女友
pet_18033, 3387, 有錢, 女友
pet_17810, 3387, 有錢, 女友
pet_17265, 3387, 有錢, 女友
pet_16588, 3387, 有錢, 女友
pet_17964, 3353, 天冷, 吃火鍋
pet_18325, 3391, 學生, 錢
pet_1661, 3368, 雞蛋糕, 雞蛋
pet_16356, 3368, 雞蛋糕, 雞蛋
pet_16356, 3368, 雞蛋糕, 雞蛋
pet_19583, 3388, 去洗澡, 洗澡
pet_17882, 3388, 去洗澡, 洗澡
pet_16292, 3388, 去洗澡, 洗澡
pet_18373, 3388, 買書, 看書
pet_13328, 3388, 買書, 看書
pet_9910, 3388, 買書, 看書
pet_18774, 3354, 逛街, 高興
pet_16251, 3354, 逛街, 高興
pet_19538, 3384, 雞, 生蛋
pet_16196, 3384, 雞, 生蛋
pet_18136, 3357, 颱風, 停電
pet_17539, 3357, 颱風, 停電
pet_15829, 3384, 主人, 睡覺
pet_17890, 3384, 主人, 睡覺
pet_248, 3378, 魚, 魚缸
pet_19774, 3366, 腳踏車, 鐵
pet_17473, 3366, 腳踏車, 鐵
pet_5459, 3366, 腳踏車, 鐵
pet_19499, 3412, 不開心, 哭
pet_19499, 3412, 不開心, 哭
pet_20222, 3356, 睏了, 想睡覺
pet_19806, 3356, 睏了, 想睡覺
pet_16745, 3356, 睏了, 想睡覺
pet_16745, 3356, 睏了, 想睡覺
pet_20452, 3409, 黃色, 計程車
pet_234, 3409, 黃色, 計程車
pet_11030, 3367, 國家, 領土
pet_16300, 3367, 國家, 領土
pet_16186, 3367, 國家, 領土
pet_16186, 3367, 國家, 領土
pet_11030, 3367, 國家, 主權
pet_16300, 3367, 國家, 主權
pet_16186, 3367, 國家, 主權
pet_16186, 3367, 國家, 主權
pet_19956, 3380, 舞伴, 跳舞
pet_16915, 3380, 舞伴, 跳舞
pet_20288, 3360, 煮飯, 洗手
pet_19922, 3360, 煮飯, 洗手
pet_18476, 3360, 煮菜, 洗菜
pet_18807, 3360, 煮菜, 洗菜
pet_15843, 3360, 煮菜, 洗菜
pet_17684, 3360, 煮菜, 洗菜
pet_15810, 3360, 煮菜, 洗菜
pet_10640, 3360, 煮菜, 洗菜
pet_99, 3356, 運動, 口渴
pet_18428, 3356, 運動, 口渴
pet_18286, 3356, 運動, 口渴
pet_20615, 3378, 枕頭, 床上
pet_20681, 3415, 廁所, 刷牙
pet_99, 3412, 跑步, 累
pet_17421, 3412, 跑步, 累
pet_386, 3412, 跑步, 累
pet_13387, 3399, 餅乾, 甜
pet_16702, 3388, 大聲唱, 唱歌
pet_15941, 3388, 大聲唱, 唱歌
pet_19463, 3412, 讀書, 想睡覺
pet_17859, 3412, 讀書, 想睡覺
pet_11556, 3387, 努力, 權力
pet_11370, 3387, 努力, 權力
pet_20165, 3366, 書本, 知識
pet_19806, 3367, 細胞, 細胞核
pet_19712, 3367, 細胞, 細胞核
pet_19499, 3378, 摩天輪, 遊樂園
pet_17618, 3378, 摩天輪, 遊樂園
pet_18370, 3378, 旋轉木馬, 遊樂園
pet_8413, 3412, 上課, 抄筆記
pet_18112, 3412, 上課, 發呆
pet_19510, 3412, 火災, 拿滅火器
pet_16702, 3412, 火災, 拿滅火器
pet_12822, 3412, 火災, 拿滅火器
pet_19179, 3380, 睡袋, 睡覺
pet_15773, 3380, 睡袋, 睡覺
pet_16356, 3380, 睡袋, 睡覺
pet_18351, 3390, 爸爸, 女兒
pet_19883, 3384, 人, 思考
pet_16355, 3384, 人, 思考
pet_19882, 3366, 眼鏡, 塑膠
pet_18818, 3366, 眼鏡, 塑膠
pet_19499, 3378, 爸爸, 家
pet_18286, 3378, 爸爸, 家
pet_18057, 3378, 爸爸, 家
pet_7051, 3378, 爸爸, 家
pet_19499, 3378, 媽媽, 家
pet_18286, 3378, 媽媽, 家
pet_18057, 3378, 媽媽, 家
pet_7051, 3378, 媽媽, 家
pet_18057, 3373, 房子, 天空
pet_17883, 3373, 房子, 天空
pet_6136, 3373, 房子, 天空
pet_20430, 3367, 大便, 食物
pet_17793, 3353, 餓, 吃東西
pet_4770, 3353, 餓, 吃東西
pet_17104, 3378, 菜單, 餐廳
pet_19233, 3387, 看書, 智慧
pet_19034, 3387, 看書, 智慧
pet_18070, 3387, 看書, 智慧
pet_14108, 3387, 看書, 智慧
pet_11803, 3389, 生氣, 肚子餓
pet_19583, 3370, 書桌, 家具
pet_9910, 3370, 書桌, 家具
pet_19009, 3380, 手, 大便
pet_16703, 3412, 吃飯, 慢慢吃
pet_17870, 3388, 找床, 睡覺
pet_16702, 3388, 找床, 睡覺
pet_16932, 3388, 找床, 睡覺
pet_13637, 3388, 找床, 睡覺
pet_18946, 3371, 媽媽, 家
pet_18810, 3371, 媽媽, 家
pet_18001, 3371, 媽媽, 家
pet_12756, 3378, 海豚, 水族館
pet_18164, 3389, 喝水, 起床
pet_18108, 3385, 喝水, 吃藥
pet_19284, 3385, 喝水, 吃藥
pet_18556, 3385, 喝水, 想喝
pet_17795, 3385, 喝水, 想喝
pet_19158, 3353, 睡覺, 做夢
pet_18578, 3353, 睡覺, 做夢
pet_19627, 3386, 工作, 自己
pet_16268, 3354, 有錢, 開心
pet_20244, 3354, 玩遊戲, 興奮
pet_17882, 3354, 玩遊戲, 興奮
pet_19037, 3354, 玩遊戲, 興奮
pet_11482, 3389, 唱歌, 心情不好
pet_18663, 3366, 皮包, 皮革
pet_17033, 3353, 逛街, 花錢
pet_19499, 3380, 腳, 逛街
pet_19499, 3360, 起床, 按掉鬧鐘
pet_18404, 3380, 手, 打人
pet_13894, 3412, 感動, 哭
pet_3017, 3412, 感動, 哭
pet_20220, 3399, 淚水, 鹹
pet_19592, 3399, 淚水, 鹹
pet_5227, 3412, 看電影, 喝飲料
pet_20704, 3360, 泡熱茶, 放茶葉
pet_18788, 3360, 泡熱茶, 放茶葉
pet_17047, 3360, 泡熱茶, 放茶葉
pet_16401, 3390, 五月天, 唱歌
pet_5459, 3389, 休息, 睡覺
pet_12363, 3412, 大便, 擦屁股
pet_12363, 3412, 大便, 擦屁股
pet_248, 3412, 大便, 擦屁股
pet_16307, 3412, 大便, 擦屁股
pet_16607, 3412, 大便, 擦屁股
pet_17729, 3354, 買東西, 快樂
pet_17104, 3354, 買東西, 快樂
pet_16679, 3380, 手, 喝飲料
pet_20222, 3380, 電風扇, 夏天
pet_19855, 3380, 電風扇, 夏天
pet_18518, 3380, 電風扇, 夏天
pet_18518, 3380, 電風扇, 夏天
pet_16370, 3380, 電風扇, 夏天
pet_18404, 3371, 樹木, 公園
pet_16300, 3371, 樹木, 公園
pet_17164, 3385, 肚子痛, 拉肚子
pet_19941, 3393, 老虎, 大象
pet_19534, 3412, 水災, 游泳
pet_7286, 3412, 水災, 游泳
pet_18500, 3360, 吃飯, 開電視
pet_16314, 3360, 吃飯, 開電視
pet_5512, 3380, 手, 拿東西
pet_18245, 3380, 參考書, 讀書
pet_12459, 3380, 參考書, 讀書
pet_20288, 3380, 鍵盤, 電腦
pet_19418, 3380, 鍵盤, 電腦
pet_4978, 3380, 鍵盤, 電腦
pet_7929, 3368, 雞排, 雞肉
pet_15722, 3367, 原子, 分子
pet_13302, 3367, 原子, 分子
pet_20287, 3356, 吃飯, 飽了
pet_18504, 3356, 吃飯, 飽了
pet_17502, 3356, 吃飯, 飽了
pet_17461, 3356, 吃飯, 飽了
pet_17690, 3391, 媽媽, 乖小孩
pet_20106, 3360, 睡覺, 關電燈
pet_19522, 3360, 睡覺, 關電燈
pet_237, 3384, 運動, 流汗
pet_16785, 3353, 被罵, 哭
pet_18858, 3353, 被罵, 哭
pet_18085, 3353, 被罵, 哭
pet_13313, 3353, 被罵, 哭
pet_16840, 3353, 被罵, 哭
pet_18507, 3370, 雞, 家禽
pet_18976, 3370, 雞, 家禽
pet_20765, 3383, 豬, 喝
pet_17747, 3383, 豬, 喝
pet_19394, 3383, 狗, 陪伴主人
pet_16890, 3383, 狗, 陪伴主人
pet_9780, 3392, 老闆, 虧錢
pet_17780, 3392, 老闆, 虧錢
pet_7167, 3355, 無聊, 看電視
pet_5098, 3388, 出門, 吃東西
pet_18286, 3386, 結婚, 愛情
pet_20222, 3353, 肚子餓, 找食物
pet_19010, 3353, 肚子餓, 找食物
pet_18937, 3353, 肚子餓, 找食物
pet_5227, 3415, 母親節, 送康乃馨
pet_18741, 3415, 母親節, 送康乃馨
pet_17091, 3415, 母親節, 送康乃馨
pet_3367, 3415, 母親節, 送禮物
pet_17033, 3415, 母親節, 送禮物
pet_16864, 3415, 母親節, 送禮物
pet_18849, 3366, 水, 冰
pet_15644, 3388, 發呆, 放空
pet_20245, 3391, 老闆, 員工
pet_17829, 3391, 老闆, 員工
pet_17539, 3391, 老闆, 員工
pet_18741, 3365, 爸爸, 家庭
pet_18741, 3365, 媽媽, 家庭
pet_20281, 3377, 椅子, 房間
pet_19034, 3377, 椅子, 房間
pet_19472, 3393, 狗, 大狗
pet_5227, 3393, 狗, 大狗
pet_19677, 3393, 蟑螂, 樟腦丸
pet_18459, 3393, 蟑螂, 樟腦丸
pet_16300, 3393, 蟑螂, 樟腦丸
pet_16995, 3386, 打電話, 找人
pet_15043, 3357, 讀書, 聰明
pet_19712, 3378, 水, 地球
pet_17696, 3378, 水, 地球
pet_16300, 3360, 洗澡, 拿沐浴乳
pet_16147, 3365, 牙齒, 嘴巴
pet_16823, 3365, 牙齒, 嘴巴
pet_6537, 3365, 牙齒, 嘴巴
pet_16019, 3383, 狗, 陪伴
pet_7179, 3386, 休息, 走路
pet_16474, 3386, 休息, 走路
pet_9539, 3365, 手毛, 手
pet_17431, 3375, 貓, 門
pet_603, 3356, 生病, 看病
pet_17749, 3356, 生病, 看病
pet_18505, 3354, 睡覺, 恢復精神
pet_15722, 3354, 睡覺, 恢復精神
pet_10532, 3367, 人體, 水
pet_20205, 3384, 動物, 叫
pet_18596, 3384, 動物, 叫
pet_18404, 3384, 動物, 叫
pet_17218, 3384, 動物, 叫
pet_19828, 3386, 念書, 考試
pet_6922, 3386, 念書, 考試
pet_15881, 3386, 念書, 考試
pet_19074, 3393, 貓, 主人
pet_7051, 3393, 貓, 主人
pet_16191, 3393, 貓, 主人
pet_7051, 3365, 眼睛, 人體
pet_15132, 3365, 眼睛, 人體
pet_15417, 3365, 眼睛, 人體
pet_18404, 3412, 吃東西, 開心
pet_17046, 3412, 吃東西, 開心
pet_19472, 3366, 麵包, 水
pet_12794, 3385, 難過, 被當
pet_7167, 3385, 難過, 被當
pet_18085, 3385, 難過, 被當
pet_15829, 3385, 難過, 被當
pet_15852, 3385, 難過, 被當
pet_20208, 3386, 游泳, 健身
pet_16191, 3386, 游泳, 健身
pet_20314, 3354, 跳舞, 興奮
pet_16300, 3354, 跳舞, 興奮
pet_16300, 3354, 跳舞, 興奮
pet_6499, 3354, 跳舞, 興奮
pet_18192, 3393, 貓, 壞人
pet_17833, 3356, 考試, 看書
pet_18518, 3356, 考試, 看書
pet_6493, 3356, 考試, 看書
pet_4770, 3356, 考試, 看書
pet_16702, 3384, 狗, 睡
pet_12794, 3384, 狗, 睡
pet_12869, 3384, 狗, 睡
pet_16549, 3390, 小貓, 喵喵叫
pet_19627, 3390, 小貓, 喵喵叫
pet_19269, 3390, 小貓, 喵喵叫
pet_16268, 3390, 小貓, 喵喵叫
pet_19816, 3389, 哭, 覺得難過
pet_18818, 3389, 哭, 覺得難過
pet_13412, 3389, 打人, 火大
pet_8517, 3389, 打人, 火大
pet_19394, 3358, 喝酒, 亂性
pet_19394, 3358, 喝酒, 肝硬化
pet_17883, 3358, 喝酒, 肝硬化
pet_12363, 3366, 桌子, 鋁
pet_19028, 3366, 桌子, 鋁
pet_19627, 3368, 櫃子, 木頭
pet_19109, 3368, 櫃子, 木頭
pet_17244, 3368, 櫃子, 木頭
pet_19895, 3385, 哭, 被罵
pet_18404, 3385, 哭, 被罵
pet_14254, 3385, 哭, 被罵
pet_18885, 3354, 寵物死掉, 難過
pet_20206, 3353, 天氣熱, 喝冷飲
pet_18105, 3353, 天氣熱, 喝冷飲
pet_18373, 3353, 天氣熱, 喝冷飲
pet_18373, 3353, 天氣熱, 喝冷飲
pet_16300, 3353, 天氣熱, 喝冷飲
pet_18361, 3391, 累了, 休息
pet_17468, 3412, 打麻將, 聊天
pet_17276, 3412, 打麻將, 聊天
pet_15723, 3412, 打麻將, 聊天
pet_1661, 3412, 打麻將, 聊天
pet_10894, 3412, 打麻將, 聊天
pet_17333, 3412, 打麻將, 聊天
pet_19522, 3393, 人, 死
pet_15872, 3388, 上PTT, 聊天
pet_2384, 3388, 上PTT, 聊天
pet_7402, 3388, 上PTT, 聊天
pet_20426, 3386, 唱歌, 爽
pet_18353, 3380, 錢, 出國
pet_11556, 3380, 錢, 出國
pet_15723, 3380, 馬桶, 小便
pet_8083, 3380, 馬桶, 小便
pet_20148, 3357, 吃飯, 營養
pet_17443, 3357, 吃飯, 營養
pet_99, 3357, 吃飯, 營養
pet_19077, 3353, 下雨, 穿雨衣
pet_16292, 3353, 下雨, 穿雨衣
pet_196, 3353, 下雨, 穿雨衣
pet_16875, 3353, 下雨, 穿雨衣
pet_20124, 3356, 吃太飽, 想睡覺
pet_19941, 3357, 做善事, 好運
pet_18404, 3357, 做善事, 好運
pet_18490, 3357, 做善事, 好運
pet_16300, 3357, 做善事, 好運
pet_16076, 3366, 電腦, 電路板
pet_16266, 3389, 休息, 無聊
pet_19309, 3415, 學校, 玩
pet_19309, 3415, 學校, 玩
pet_17892, 3380, 耳朵, 聽音樂
pet_17347, 3380, 耳朵, 聽音樂
pet_5485, 3380, 耳朵, 聽音樂
pet_15669, 3404, 嘴饞, 吃飯
pet_17901, 3404, 嘴饞, 吃飯
pet_16300, 3404, 嘴饞, 吃飯
pet_5098, 3360, 唱歌, 開嗓
pet_20148, 3360, 唱歌, 開嗓
pet_17893, 3360, 唱歌, 開嗓
pet_20681, 3392, 員工, 減薪
pet_386, 3392, 員工, 減薪
pet_386, 3387, 付出, 錢
pet_15773, 3387, 付出, 錢
pet_111, 3365, 結婚, 人生
pet_18788, 3391, 爸爸, 錢
pet_18854, 3391, 爸爸, 錢
pet_19978, 3380, 可樂, 看電影
pet_20020, 3380, 可樂, 看電影
pet_19413, 3366, 鞋子, 皮革
pet_15838, 3366, 鞋子, 皮革
pet_16300, 3412, 吃飯, 盛飯
pet_17618, 3412, 吃飯, 盛飯
pet_4206, 3412, 吃飯, 盛飯
pet_17019, 3412, 吃飯, 盛飯
pet_16840, 3412, 吃飯, 盛飯
pet_16432, 3412, 吃飯, 盛飯
pet_16564, 3412, 吃飯, 盛飯
pet_11445, 3412, 吃飯, 盛飯
pet_19899, 3377, 桌子, 學校
pet_18819, 3377, 桌子, 學校
pet_19463, 3367, 水, 氫和氧
pet_18505, 3367, 水, 氫和氧
pet_18188, 3367, 水, 氫和氧
