pet_15705, 3370, 蛋糕, 甜點
pet_12513, 3387, 認真工作, 飯吃
pet_9080, 3380, 電風扇, 吹冷氣
pet_13534, 3370, 電視, 東西
pet_15172, 3412, 看電視, 戴眼鏡
pet_11811, 3365, 骨骼, 身體
pet_15877, 3388, 穿鞋子, 出門
pet_15712, 3393, 壁虎, 拖鞋
pet_12142, 3384, 小狗, 吠
pet_11333, 3412, 睡覺, 閉眼
pet_15712, 3353, 肚子餓, 吃便當
pet_10903, 3383, 鄉民, 上網
pet_13387, 3354, 跑步, 健康
pet_12565, 3389, 煮東西, 肚子餓
pet_7786, 3378, 牛, 動物園
pet_7338, 3365, 鼻, 頭
pet_15637, 3412, 吃飯, 狼吞虎嚥
pet_11809, 3389, 睡覺, 沒事做
pet_15806, 3385, 開心, 爽
pet_11908, 3354, 睡覺, 肚子餓
pet_10184, 3354, 睡覺, 肚子餓
pet_15644, 3383, 動物, 睡覺
pet_10661, 3393, 弟弟, 蟑螂
pet_11555, 3393, 弟弟, 蟑螂
pet_11917, 3393, 弟弟, 蟑螂
pet_15837, 3391, 宅男, 打電動
pet_15712, 3384, 貓, 吃
pet_7786, 3380, 調味料, 吃飯
pet_15881, 3356, 快樂, 心情好
pet_15785, 3389, 大哭一場, 失戀
pet_14020, 3384, 手機, 唱歌
pet_214, 3389, 打噴嚏, 鼻子癢
pet_10922, 3389, 認真, 上課
pet_15744, 3377, 小說, 書店
pet_15417, 3370, 書, 知識
pet_12731, 3356, 擔心, 緊張
pet_10686, 3395, 老闆, 賠錢
pet_12510, 3412, 颱風, 放假
pet_13226, 3380, 碼表, 跑步
pet_11915, 3383, 媽媽, 作家事
pet_15677, 3357, 地震, 恐慌
pet_12939, 3384, 蟬, 叫
pet_10661, 3386, 讀書, 爸媽
pet_13641, 3383, 老闆, 收錢
pet_12486, 3380, 腿, 走路
pet_15586, 3380, 課本, 去學校
pet_13569, 3415, 電影院, 喝可樂
pet_13824, 3377, 螞蟻, 樹上
pet_11915, 3354, 開電腦, 上PTT
pet_15374, 3387, 控制飲食, 好身材
pet_12363, 3388, 貸款, 車子
pet_15712, 3360, 泡泡麵, 煮開水
pet_3647, 3355, 地震, 土石流
pet_11562, 3356, 下雨, 回家
pet_12657, 3412, 痛苦, 大哭
pet_5459, 3409, 黑色, 暗
pet_8581, 3390, 柯南, 推理
pet_10276, 3390, 我, 畫畫
pet_12848, 3391, 歌手, 賺錢
pet_15701, 3387, 奮發向上, 錢
pet_13712, 3357, 快樂, 開心
pet_15637, 3360, 肚子餓, 買東西吃
pet_12246, 3360, 肚子餓, 買東西吃
pet_15799, 3360, 打掃, 拿掃把
pet_14108, 3366, 人類, 水
pet_386, 3360, 喝飲料, 拿杯子
pet_14884, 3389, 聽音樂, 想睡
pet_13455, 3380, 布鞋, 跑步
pet_15744, 3377, 雜誌, 書店
pet_12756, 3358, 吸毒, 神智不清
pet_12794, 3356, 失意, 喝酒
pet_176, 3412, 車禍, 害怕
pet_11911, 3360, 打報告, 開電腦
pet_15410, 3388, 去逛街, 逛街
pet_8581, 3380, 電話, 無聊
pet_14478, 3412, 想念, 看照片
pet_12498, 3360, 吃飯, 擦桌子
pet_11679, 3380, 錢, 去夜店
pet_1365, 3370, 電視, 發明
pet_15731, 3377, 雞蛋, 冰箱
pet_11414, 3356, 買衣服, 花錢
pet_11809, 3355, 中樂透, 開心
pet_12556, 3388, 出門, 出去玩
pet_12116, 3357, 自私, 被排擠
pet_12230, 3360, 吃泡麵, 煮熱水
pet_10346, 3412, 打哈欠, 想睡覺
pet_6493, 3412, 打哈欠, 想睡覺
pet_10346, 3412, 打哈欠, 想睡覺
pet_5459, 3356, 喝湯, 飽
pet_9913, 3371, 衣服, 洗衣機
pet_11247, 3385, 看書, 想看
pet_15681, 3365, 頭, 動物
pet_11874, 3356, 想念, 寫信
pet_10594, 3384, 狗, 亂叫
pet_15801, 3386, 我, 開心
pet_15504, 3412, 運動, 喝水
pet_229, 3383, 我, 買東西
pet_3362, 3391, 大家, 我
pet_13246, 3356, 睡覺, 精神飽滿
pet_15655, 3389, 下班, 工作
pet_9632, 3393, 人, 挫折
pet_10669, 3354, 運動, 心情好
pet_6493, 3393, 他, 媽媽
pet_10941, 3393, 他, 媽媽
pet_15872, 3380, 手, 打瞌睡
pet_11556, 3354, 被打, 大哭
pet_15694, 3386, 喝水, 排尿
pet_15910, 3395, 老闆, 員工
pet_10521, 3388, 大笑, 很開心
pet_15662, 3384, 電腦, 玩遊戲
pet_12730, 3383, 老虎, 吃飯
pet_15881, 3380, 力氣, 放屁
pet_7684, 3380, 存摺, 領錢
pet_11385, 3378, 學生, 補習班
pet_12454, 3391, 司機, 賺錢
pet_7173, 3355, 生病, 拉肚子
pet_10593, 3383, 無聊, 聊天
pet_7684, 3380, 提款機, 領錢
pet_2762, 3380, 課本, 查資料
pet_15662, 3373, 輪胎, 汽車
pet_9837, 3365, 腳, 雞
pet_7391, 3353, 失戀, 挽回
pet_10937, 3354, 卡通, 笑
pet_229, 3380, 保險套, 避孕
pet_13357, 3386, 上網, 看新聞
pet_8670, 3415, 生日當天, 唱歌
pet_6263, 3415, 生日當天, 唱歌
pet_6489, 3360, 吃飯, 吃菜
pet_12834, 3378, 神仙, 天上
pet_11399, 3409, 紫色, 薰衣草
pet_14987, 3354, 我, 哭
pet_15694, 3357, 我, 不幸
pet_8104, 3412, 生氣, 發火
pet_15762, 3388, 去PUB, 喝酒
pet_9374, 3395, 學生, 機車的老師
pet_12354, 3386, 游泳, 消暑
pet_5949, 3404, 很開心, 大笑
pet_12148, 3360, 下雨, 收衣服
pet_4498, 3360, 出門, 帶鑰匙
pet_15748, 3391, 狗狗, 睡覺
pet_11709, 3391, 狗狗, 睡覺
pet_12060, 3357, 友情, 快樂
pet_13339, 3365, 眼睛, 生命
pet_8758, 3388, 逛街, 送禮
pet_12397, 3360, 拉屎, 去廁所
pet_7864, 3388, 開收音機, 聽廣播
pet_7864, 3388, 開MP3, 聽廣播
pet_12125, 3389, 坐下, 累
pet_15722, 3409, 紅色, 活力
pet_342, 3356, 尿急, 上廁所
pet_11562, 3391, 正妹, 逛街
pet_10152, 3385, 過敏, 打噴嚏
pet_6755, 3380, 鍵盤, 玩電動
pet_12040, 3388, 賺錢, 車子
pet_10184, 3390, 護士, 打針
pet_9143, 3399, 被愛, 開心
pet_6872, 3388, 用電腦, 上PTT
pet_6872, 3388, 開PCMAN, 上PTT
pet_7072, 3365, 眼鏡, 眼睛
pet_12864, 3383, 鳥, 跳
pet_7087, 3393, 小孩子, 鬼
pet_12078, 3378, 主機, 電腦
pet_7024, 3360, 打呼, 睡覺
pet_15662, 3384, 教授, 教書
pet_6464, 3366, 傢俱, 木頭
pet_7053, 3366, 傢俱, 金屬
pet_13033, 3380, 鏟子, 煮飯
pet_15785, 3412, 上PTT, 看文章
pet_13119, 3383, 女生, 很多
pet_15397, 3391, 男朋友, 牽手
pet_12203, 3371, 花草, 公園
pet_12656, 3399, 飲料, 好喝
pet_12923, 3389, 吃東西, 高興
pet_9364, 3391, 沒有人, 被罵
pet_9855, 3383, 我, 喝水
pet_15753, 3356, 快樂, 想唱歌
pet_11306, 3393, 惡魔, 十字架
pet_15761, 3393, 狗, 高
pet_6872, 3360, 洗米, 加水
pet_15677, 3360, 餓, 找東西吃
pet_6710, 3360, 餓, 找東西吃
pet_14158, 3391, 無聊, 看書
pet_7395, 3355, 翹課, 被當
pet_7391, 3388, 出去, 吃飯
pet_12380, 3367, 知識, 經驗
pet_15018, 3415, 體育館, 打球
pet_14505, 3370, 考試, 試煉
pet_5947, 3365, 朋友, 友情
pet_13101, 3391, 學生, 第一名
pet_6666, 3395, 人, 欺騙
pet_14282, 3356, 晚上, 睡覺
pet_2874, 3373, 螞蟻, 樹
pet_12142, 3370, 他, 動物
pet_13401, 3412, 不爽, 罵人
pet_41, 3388, 買水喝, 喝水
pet_13038, 3377, 人, 公園
pet_15785, 3388, 準備沐浴乳, 洗澡
pet_11140, 3371, 衣服, 房間
pet_11848, 3412, 生氣, 發瘋
pet_12134, 3386, 我, 愛而生
pet_10654, 3412, 悲傷, 大哭
pet_11333, 3380, 電視盒, 看電視
pet_12794, 3383, 媽媽, 睡覺
pet_11562, 3354, 看電視, 無聊
pet_10174, 3353, 春天, 吃飯
pet_12573, 3380, 砧板, 切菜
pet_7879, 3415, 酒店, 喝酒
pet_11803, 3380, 外套, 天氣冷
pet_13204, 3392, 我, 無薪假
pet_15651, 3385, 快樂, 打球
pet_14009, 3358, 失戀, 自殺
pet_12798, 3366, 電腦, 鋁
pet_7670, 3380, 手, 牽手
pet_8462, 3386, 洗澡, 保持乾淨
pet_8517, 3354, 沒禮貌, 生氣
pet_15677, 3412, 流汗, 吹冷氣
pet_14505, 3385, 唱歌, 很開心
pet_12822, 3353, 肚子餓, 買飯吃
pet_14216, 3378, 空氣, 北極
pet_15810, 3360, 買飲料, 付錢
pet_15633, 3380, 音樂, 憂鬱
pet_15633, 3380, 朋友, 憂鬱
pet_11562, 3366, 火鍋, 火鍋料
pet_7003, 3384, 狗, 坐下
pet_10802, 3388, 看電視, 放輕鬆
pet_15669, 3380, 電動, 打電動
pet_11421, 3356, 用功, 成功
pet_10584, 3354, 咖啡, 睡不著
pet_10878, 3365, 手指, 人體
pet_10686, 3412, 出門, 換衣服
pet_15651, 3370, 電腦, 商品
pet_14568, 3388, 開熱水, 洗澡
pet_15773, 3366, 瓶子, 玻璃
pet_15669, 3388, 拿mic, 唱歌
pet_15881, 3388, 叫外送, 吃東西
pet_2312, 3388, 叫外送, 吃東西
pet_10982, 3385, 開心, 很幸福
pet_15651, 3395, 老師, 上課睡覺
pet_11962, 3395, 老師, 翹課
pet_9107, 3392, 你, 洗澡
pet_11536, 3354, 熬夜, 打瞌睡
pet_11083, 3356, 累了, 睡著了
pet_11453, 3387, 保養, 美麗的肌膚
pet_13562, 3356, 打球, 累了
pet_12840, 3378, 販賣部, 動物園
pet_13101, 3386, 吃東西, 有力氣
pet_12369, 3380, 燈, 讀書
pet_12465, 3366, 棉被, 羊毛
pet_14568, 3378, 照片, 錢包
pet_7382, 3380, 身體, 運動
pet_248, 3360, 領錢, 去郵局
pet_4155, 3415, 睡覺前, 洗臉
pet_7051, 3370, 貓, 生物
pet_12998, 3392, 主任, 壞學生
pet_11855, 3360, 寫報告, 找資料
pet_15694, 3393, 你, 螞蟻
pet_11081, 3393, 孫悟空, 金箍咒
pet_15697, 3360, 睡覺, 深呼吸
pet_12480, 3360, 出門, 穿好衣服
pet_7409, 3360, 聽音樂, 放cd
pet_14568, 3412, 上網, 找資料
pet_14568, 3412, 上網, 找資料
pet_7454, 3412, 上網, 找資料
pet_10661, 3393, 女人, 寂寞
pet_13534, 3370, 電視, 物品
pet_551, 3415, 聖誕節, 裝扮
pet_15801, 3386, 我, 賺錢
pet_2803, 3355, 喝水, 跑廁所
pet_15638, 3387, 能力, 房子
pet_15881, 3388, 聽音樂, 躺在床上
pet_6794, 3388, 聽音樂, 躺在床上
pet_10704, 3393, 歹徒, 警察
pet_8264, 3354, 擁抱, 開心
pet_12756, 3360, 洗澡, 沖身體
pet_6923, 3368, 飲料, 汽水
pet_4155, 3377, 警察, 派出所
pet_11562, 3356, 買東西, 快樂
pet_7073, 3365, 幻想, 夢幻
pet_11463, 3360, 看電視, 坐好
pet_14632, 3354, 失敗, 失望
pet_15018, 3356, 下雨, 帶傘
pet_6797, 3356, 下雨, 帶傘
pet_11635, 3358, 跑步, 瘦身
pet_15785, 3383, 狗, 緝毒
pet_5189, 3383, 狗, 緝毒
pet_6794, 3412, 喝酒, 醉
pet_5227, 3388, 轉台, 拿遙控器
pet_5210, 3390, 我, 打電腦
pet_7670, 3390, 我, 打電腦
pet_6922, 3385, 哭, 切洋蔥
pet_13445, 3392, 我, 壞心情
pet_9317, 3383, 松鼠, 爬樹
pet_13090, 3415, 客廳, 看電視
pet_8909, 3380, 手, 跑步
pet_11502, 3399, 女友, 可愛
pet_7266, 3366, 安全帽, 塑膠
pet_5459, 3412, 開心, 快樂
pet_9787, 3380, 汽車, 出門
pet_8980, 3391, 地球, 乾淨
pet_14488, 3412, 悲傷, 想哭
pet_10269, 3412, 聽音樂, 戴耳機
pet_14048, 3387, 休息, 體力
pet_11044, 3356, 得獎, 開心
pet_12794, 3360, 打球, 有球
pet_11557, 3415, 家裡, 大便
pet_11482, 3370, 考試, 測驗
pet_10673, 3412, 開心, 大吃
pet_13925, 3353, 痛苦, 快樂
pet_11607, 3370, 友情, 感情
pet_12480, 3391, 學生, 開心
pet_15656, 3375, 馬路, 屋子
pet_15910, 3356, 睡覺, 滿足
pet_13455, 3383, 小雞, 叫
pet_4238, 3380, 耐力, 跑步
pet_14517, 3383, 人, 呼吸
pet_10002, 3368, 豬飼料, 廚餘
pet_12518, 3380, 後照鏡, 開車
pet_12566, 3384, 女人, 吃飯
pet_9578, 3390, 女生, 哭
pet_12171, 3393, 羊, 老虎
pet_11262, 3384, 小雞, 猜拳
pet_15551, 3388, 拿手機, 打電話
pet_15049, 3380, 房間, 換衣服
pet_41, 3380, 垃圾袋, 倒垃圾
pet_13477, 3353, 吃飯, 吃肉
pet_15705, 3391, 把拔, 馬麻
pet_10417, 3355, 上廁所, 洗手
pet_12116, 3384, 小雞, 啄米
pet_12124, 3384, 你, 跑步
pet_7179, 3353, 計算機, 計算
pet_15669, 3366, 房屋, 水泥
pet_9168, 3366, 報紙, 紙
pet_12010, 3384, 狗, 吃東西
pet_12187, 3388, 去演唱會, 聽音樂
pet_12277, 3355, 火山爆發, 地震
pet_10167, 3385, 吃水餃, 餓了
pet_10739, 3353, 春天, 睡覺
pet_11001, 3366, 椅子, 皮革
pet_339, 3384, 小孩, 睡
pet_11108, 3384, 小孩, 睡
pet_10174, 3380, 水, 吃泡麵
pet_15694, 3393, 小朋友, 老鼠
pet_11915, 3370, 電視, 電器用品
pet_10184, 3380, 照片, 回憶
pet_13387, 3387, 不要熬夜, 健康的身體
pet_11562, 3378, 水, 冰箱
pet_11562, 3378, 水, 冰箱
pet_9152, 3378, 水, 冰箱
pet_7167, 3415, 球場, 運動
pet_7167, 3415, 球場, 運動
pet_11631, 3415, 球場, 運動
pet_12354, 3391, 籠中鳥, 自由
pet_13226, 3370, 獅子, 動物
pet_11997, 3389, 吹電扇, 熱
pet_9388, 3367, 麵, 麵粉
pet_15717, 3370, 紅豆, 食物
pet_8713, 3380, 手, 打哈欠
pet_9123, 3380, 手, 打哈欠
pet_9257, 3380, 手, 打哈欠
pet_10346, 3388, 洗澡, 唱歌
pet_10469, 3388, 開水龍頭, 洗臉
pet_12864, 3409, 紅色, 停止
pet_15914, 3389, 尿尿, 看電影
pet_11001, 3370, 家人, 依靠
pet_15785, 3383, 貓, 被狗追
pet_12540, 3390, 老人, 看電視
pet_12369, 3360, 泡麵, 燒水
pet_12059, 3387, 工作, 食物
pet_14805, 3412, 餓, 買東西吃
pet_4429, 3415, 生日當天, 吹蠟燭
pet_15785, 3354, 打電動, 快樂
pet_13229, 3393, 蟑螂, 肥皂水
pet_12664, 3384, 車, 跑
pet_14109, 3392, 我, 壞朋友
pet_14052, 3389, 閉眼睛, 累
pet_14033, 3356, 失敗, 難過
pet_11021, 3384, 公雞, 啼
pet_15810, 3357, 作弊, 好成績
pet_8784, 3370, 海綿寶寶, 討厭
pet_9266, 3360, 洗臉, 拿洗面乳
pet_14590, 3385, 運動, 要減肥
pet_10107, 3390, 嬰兒, 笑
pet_15753, 3355, 打架, 流血
pet_1200, 3355, 打架, 流血
pet_9531, 3355, 打架, 流血
pet_12039, 3389, 洗冷水澡, 覺得熱
pet_15697, 3354, 打球, 瘦身
pet_9374, 3365, 大腦, 思考
pet_11753, 3378, 服務生, 旅館
pet_12794, 3383, 媽媽, 買東西
pet_13673, 3388, 貸款, 房子
pet_15670, 3412, 肚子餓, 覓食
pet_15670, 3412, 肚子餓, 覓食
pet_229, 3412, 肚子餓, 覓食
pet_14577, 3360, 回家, 放東西
pet_12242, 3353, 失戀, 傷心
pet_9585, 3388, 拿筷子, 夾菜
pet_9384, 3388, 拿筷子, 夾菜
pet_386, 3386, 吃很多, 變胖
pet_8758, 3412, 傷心, 躲起來
pet_229, 3391, 哥哥, 很多錢
pet_14517, 3383, 學生, 念書
pet_11809, 3383, 學生, 念書
pet_15586, 3365, 腳, 肉體
pet_12455, 3378, 病人, 醫院裡
pet_12465, 3366, 棉被, 羽毛
pet_9242, 3388, 捏大腿, 睡覺
pet_7017, 3366, 成功, 不放棄
pet_11556, 3393, 妹妹, 貓
pet_2981, 3389, 分手, 吵架
pet_8683, 3365, 金錢, 人
pet_15834, 3412, 肚子餓, 買飯
pet_15665, 3353, 生氣, 打架
pet_8403, 3353, 生氣, 打架
pet_7482, 3393, 鄉民, 被發卡
pet_15637, 3365, 窗簾, 窗戶
pet_15643, 3365, 窗簾, 窗戶
pet_11406, 3356, 看電影, 開心
pet_15753, 3353, 天氣冷, 喝熱飲
pet_12565, 3356, 手機, 打電話
pet_7845, 3380, 瓦斯, 吃泡麵
pet_15018, 3354, 被甩, 生氣
pet_1731, 3356, 沒事, 睡覺
pet_12328, 3385, 唱歌, 想唱
pet_15785, 3384, 他, 唱歌
pet_10922, 3389, 唱歌, 覺得難過
pet_9041, 3388, 清清喉嚨, 唱歌
pet_15651, 3380, 手, 口渴
pet_12040, 3380, 手, 口渴
pet_12455, 3380, 廁所, 上廁所
pet_7721, 3385, 說話, 是人
pet_11826, 3380, 刀子, 吃水果
pet_15406, 3365, 音樂, 藝術
pet_15670, 3353, 想睡覺, 蓋被子
pet_12142, 3353, 冬天, 躲在被窩
pet_11562, 3388, 省吃儉用, 存錢
pet_12134, 3393, 獅子, 槍
pet_12881, 3380, 想像力, 作夢
pet_12606, 3391, 老師, 有教無類
pet_15018, 3380, 刀子, 吃大餐
pet_15312, 3388, 穿慢跑鞋, 跑步
pet_11834, 3366, 書本, 文字
pet_1186, 3378, 毛, 獅子
pet_13339, 3384, 電腦, 看電影
pet_8713, 3412, 快樂, 睡覺
pet_12277, 3380, 隨身聽, 聽音樂
pet_9392, 3370, 大便, 排泄
pet_8599, 3389, 開電腦, 回家
pet_8670, 3365, 金錢, 力量
pet_14268, 3358, 熬夜, 精神不濟
pet_12479, 3383, 下課, 睡覺
pet_11213, 3365, 音樂, 生命
pet_10958, 3356, 有工作, 開心
pet_10665, 3385, 吃飯, 生理需求
pet_9557, 3386, 讀書, 我
pet_11453, 3415, 睡覺, 關燈
pet_9187, 3383, 無聊, 打球
pet_5913, 3357, 看漫畫, 近視
pet_6645, 3360, 回家, 換衣服
pet_15271, 3380, 電話, 想念
pet_4238, 3356, 心情好, 開心
pet_10390, 3354, 上學, 變聰明
pet_12380, 3388, 拿錢包, 逛街
pet_10957, 3358, 地震, 死亡
pet_13357, 3354, 躺在床上, 想睡覺
pet_5613, 3412, 受傷, 哭
pet_15889, 3389, 安靜, 看電影
pet_1973, 3388, 穿運動褲, 運動
pet_15700, 3412, 洗澡, 放水
pet_15834, 3412, 哭, 流眼淚
pet_15673, 3353, 聖誕節, 吃大餐
pet_10197, 3377, 耶穌, 教堂
pet_7622, 3377, 便當, 火車上
pet_14282, 3354, 開心, 傻笑
pet_10584, 3366, 電視, 螢幕
pet_2398, 3366, 尿, 水
pet_2797, 3353, 坐公車, 睡覺
pet_6070, 3378, 錢, 你沒
pet_2417, 3412, 喝酒, 唱歌
pet_2803, 3360, 出門, 穿褲子
pet_14401, 3384, 蟑螂, 嚇人
pet_12181, 3388, 恍神, 睡覺
pet_14282, 3389, 安靜, 吃飯
pet_2495, 3377, 鞦韆, 公園
pet_15157, 3412, 游泳, 溺水
pet_15881, 3412, 睡, 夢遊
pet_11911, 3412, 打球, 運球
pet_13376, 3378, 哥哥, 家裡
pet_15748, 3356, 打電腦, 宅
pet_11237, 3358, 熬夜, 肝不好
pet_6263, 3385, 打人, 不開心
pet_11863, 3360, 炒菜, 熱油
pet_12363, 3384, 兔子, 吃紅蘿蔔
pet_11814, 3412, 洗澡, 沖水
pet_13038, 3357, 開心, 快樂
pet_15465, 3380, 手指, 拿筷子
pet_13806, 3380, 湯匙, 吃火鍋
pet_4818, 3393, 我, 胖
pet_15810, 3355, 吃飯, 想運動
pet_15810, 3355, 吃飯, 想運動
pet_2577, 3355, 吃飯, 想運動
pet_13357, 3354, 肚子餓, 吃東西
pet_6143, 3387, 有錢, 大房子
pet_2725, 3386, 做愛, 開心
pet_7895, 3356, 沒錢, 餓肚子
pet_99, 3388, 騎腳踏車, 運動
pet_10843, 3383, 獅子, 睡覺
pet_12480, 3356, 睡覺, 磨牙
pet_3869, 3353, 天氣熱, 出去玩
pet_12656, 3399, 辣椒, 刺激
pet_2657, 3393, 人, 貓
pet_15837, 3389, 吃好吃的, 吃飯
pet_15551, 3388, 找電話, 打電話
pet_7179, 3388, 穿泳衣, 游泳
pet_4844, 3360, 睡覺, 看電視
pet_3014, 3412, 頭痛, 吃普拿疼
pet_14282, 3389, 找朋友, 吃飯
pet_12203, 3380, 醬油, 吃麵
pet_11607, 3357, 不睡覺, 疾病
pet_6191, 3412, 大哭, 流鼻涕
pet_2624, 3378, 電, 電腦
pet_12218, 3391, 雞, 飛
pet_15715, 3383, 帥哥, 睡覺
pet_6143, 3360, 回家, 寫作業
pet_3196, 3360, 炒飯, 煮飯
pet_15655, 3365, 蛋, 雞
pet_183, 3378, 行人, 路上
pet_15693, 3380, 錢, 打電話
pet_3873, 3371, 橡皮擦, 鉛筆盒
pet_11945, 3384, 鳥, 生蛋
pet_12040, 3378, 衣服, 洗衣機
pet_6916, 3380, 水, 煮菜
pet_12059, 3383, 嬰兒, 玩
pet_15841, 3380, 手, 走路
pet_5264, 3391, 無聊, 聽歌
pet_4106, 3383, 狗, 亂跑
pet_64, 3387, 貸款, 車子
pet_11193, 3387, 炒地皮, 錢
pet_5210, 3365, 電影, 生活
pet_4750, 3386, 哭, 發洩情緒
pet_3194, 3388, 上網看, 看電影
pet_10878, 3380, 腳, 打人
pet_15840, 3380, 手, 笑
pet_3110, 3380, 手, 笑
pet_11945, 3353, 被罵, 哭
pet_15748, 3377, 我, 網咖
pet_7826, 3385, 撒嬌, 開心
pet_3425, 3392, 媽媽, 吃飯
pet_3426, 3380, 狗鍊, 溜狗
pet_356, 3391, 肚子餓, 吃宵夜
pet_15881, 3415, 汽車旅館, 看電視
pet_9273, 3383, 吃飯, 吃肉
pet_3083, 3383, 吃飯, 吃肉
pet_15899, 3360, 燒開水, 洗水壺
pet_229, 3360, 吃飯, 感恩
pet_11874, 3390, 宅男, 動漫
pet_10661, 3360, 做愛, 親親
pet_6695, 3386, 工作, 金錢
pet_2304, 3367, 家, 人
pet_3619, 3415, 洗澡, 大便
pet_3655, 3360, 念書, 睡覺
pet_5417, 3388, 睡覺, 關電燈
pet_11945, 3415, 吃飯, 細嚼慢嚥
pet_15881, 3388, 聽音樂, 開心
pet_7438, 3368, 冬粉, 綠豆
pet_15748, 3388, 買電視, 開電視
pet_15669, 3384, 音響, 發出聲音
pet_10, 3392, 父母, 壞小孩
pet_12381, 3353, 肚子痛, 死
pet_10734, 3380, 腿, 跑步
pet_7266, 3370, 大便, 肥料
pet_9015, 3392, 女生, 被騙
pet_13349, 3383, 小雞, 跟著母雞
pet_625, 3404, 中毒, 電腦當機
pet_1023, 3380, 書, 寫作業
pet_15673, 3391, 男朋友, 擁抱
pet_1096, 3391, 男朋友, 擁抱
pet_10866, 3380, 信紙, 寫信
pet_948, 3380, 信紙, 寫信
pet_5037, 3388, 大笑, 笑
pet_4442, 3391, 女生, 幸福
pet_5189, 3353, 冷天氣, 吃火鍋
pet_5634, 3412, 餓, 生氣
pet_4577, 3366, 人體, 水
pet_8827, 3380, 手機, 逛街
pet_1165, 3380, 手機, 逛街
pet_12756, 3415, 春節, 放鞭炮
pet_5148, 3412, 看醫生, 痛苦
pet_11262, 3354, 玩耍, 開心
pet_8749, 3354, 玩耍, 開心
pet_15712, 3357, 車禍, 流血
pet_15712, 3357, 車禍, 流血
pet_1118, 3357, 車禍, 流血
pet_15645, 3378, 老婆, 馬英九
pet_8040, 3385, 睡覺, 開心
pet_14517, 3360, 看電視, 有時間
pet_14321, 3383, 鬼, 嚇人
pet_41, 3360, 無聊, 打開電腦
pet_2496, 3384, 女人, 生孩子
pet_386, 3412, 吃飯, 吞嚥
pet_14302, 3357, 生病, 頭痛
pet_1139, 3385, 洗澡, 想睡
pet_1272, 3360, 炒飯, 脫衣服
pet_14938, 3357, 睡覺, 好運
pet_13101, 3380, 茶壺, 喝水
pet_7328, 3389, 睡覺, 運動後
pet_7328, 3389, 睡覺, 運動後
pet_7306, 3389, 睡覺, 運動後
pet_201, 3412, 考試, 認真
pet_11370, 3392, 興奮, 睡覺
pet_2900, 3388, 打喝欠, 睡覺
pet_15694, 3395, 你, 阿扁
pet_6735, 3391, 老師, 點名
pet_8599, 3353, 下雨天, 宅
pet_6476, 3387, 努力, 學分
pet_14286, 3386, 讀書, 開心
pet_1343, 3357, 帥氣, 女人
pet_1368, 3367, 風, 空氣
pet_237, 3388, 流口水, 吃飯
pet_15705, 3377, 書本, 圖書館
pet_1335, 3365, 讀書, 生活
pet_9585, 3354, 工作, 開心
pet_12486, 3378, 鳥, 天上
pet_1262, 3366, 便當, 米
pet_15856, 3380, 嘴巴, 生氣
pet_12791, 3360, 考試, 寫座號
pet_602, 3357, 擁抱, 溫暖
pet_11562, 3386, 大便, 健康
pet_13090, 3415, 學校, 打瞌睡
pet_15881, 3377, 寵物, 家裡
pet_3161, 3393, 小朋友, 鬼
pet_14904, 3378, 妹妹, 家裡
pet_11073, 3378, 人, 辦公室
pet_11067, 3380, 籠子, 養寵物
pet_503, 3385, 看電視, 想看
pet_3362, 3366, 漢堡, 麵包
pet_1328, 3378, 書櫃, 房間
pet_6997, 3370, 漫畫, 娛樂
pet_12229, 3392, 人, 孤單
pet_11556, 3353, 颱風天, 玩電腦
pet_3179, 3380, 手指, 打電話
pet_9599, 3356, 打哈欠, 想睡覺
pet_12074, 3391, 妹妹, 快樂
pet_15673, 3358, 賭博, 打架
pet_11648, 3357, 睡覺, 噩夢
pet_10936, 3387, 面試, 工作
pet_8380, 3383, 水, 洗澡
pet_9637, 3391, 教授, 上課
pet_9837, 3356, 唱歌, 很開心
pet_15700, 3412, 洗澡, 泡澡
pet_12328, 3354, 吃蛋糕, 快樂
pet_6493, 3389, 聽音樂, 上廁所
pet_1197, 3353, 期中考, 唸書
pet_1197, 3353, 期中考, 唸書
pet_1197, 3353, 期末考, 唸書
pet_1197, 3353, 期末考, 唸書
pet_5949, 3370, 寵物, 家人
pet_7851, 3383, 小孩, 唸書
pet_12155, 3383, 總統, 貪污
pet_6794, 3412, 喝酒, 大笑
pet_15834, 3380, 交通工具, 回家
pet_1601, 3380, 交通工具, 回家
pet_13712, 3391, 校長, 學生
pet_12565, 3385, 想吐, 懷孕
pet_12565, 3385, 想吐, 生病
pet_11333, 3415, 教室, 看書
pet_14017, 3390, 媽媽, 妹妹
pet_10756, 3380, 衛生紙, 挖鼻屎
pet_201, 3391, 哥哥, 妹妹
pet_15018, 3354, 吃飯, 爽
pet_7786, 3378, 羊, 動物園
pet_11171, 3383, 去餐廳, 吃飯
pet_1673, 3358, 下雨, 淹水
pet_7167, 3388, 打電話, 找朋友
pet_5512, 3388, 打電話, 找朋友
pet_1980, 3388, 打電話, 找朋友
pet_14693, 3391, 老師, 高薪
pet_12166, 3360, 喝水, 拿水
pet_12552, 3399, 人, 快樂
pet_5632, 3415, 上課的時候, 睡覺
pet_15660, 3415, 生日時, 吹蠟燭
pet_12078, 3392, 小狗, 狂犬病
pet_10284, 3388, 花錢, 看電影
